olympic_record_id,athlete_name,age,year,medal,country,sport,event
1030,Ole Einar Bjrndalen,40.0,2014,Gold,Norway,Biathlon,Biathlon Men's 10 kilometres Sprint
1031,Ole Einar Bjrndalen,40.0,2014,Gold,Norway,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay
1032,Alfred Hartman Bjrnson,23.0,1912,Gold,Norway,Gymnastics,"Gymnastics Men's Team All-Around, Free System"
1033,"Kimberly A. ""Kim"" Black",21.0,2000,Gold,United States,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
1034,"Lawrence Jeffery ""Larry"" Black",21.0,1972,Gold,United States,Athletics,Athletics Men's 4 x 100 metres Relay
1036,Bror Erik Alvar Bladstrm,18.0,1936,Gold,Sweden,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres"
1038,Alana Olga Blahoski,23.0,1998,Gold,United States,Ice Hockey,Ice Hockey Women's Ice Hockey
1039,Bonnie Kathleen Blair (-Cruikshank),23.0,1988,Gold,United States,Speed Skating,Speed Skating Women's 500 metres
1040,Bonnie Kathleen Blair (-Cruikshank),27.0,1992,Gold,United States,Speed Skating,Speed Skating Women's 500 metres
1041,Bonnie Kathleen Blair (-Cruikshank),27.0,1992,Gold,United States,Speed Skating,"Speed Skating Women's 1,000 metres"
1042,Bonnie Kathleen Blair (-Cruikshank),29.0,1994,Gold,United States,Speed Skating,Speed Skating Women's 500 metres
1043,Bonnie Kathleen Blair (-Cruikshank),29.0,1994,Gold,United States,Speed Skating,"Speed Skating Women's 1,000 metres"
1044,"James Howard ""Jim"" Blair",22.0,1932,Gold,United States,Rowing,Rowing Men's Coxed Eights
1045,Lee Everett Blair,20.0,1932,Gold,United States,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors"
1046,"Robert Bowlby ""Rob"" Blake",32.0,2002,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1047,Yohan Blake,22.0,2012,Gold,Jamaica,Athletics,Athletics Men's 4 x 100 metres Relay
1048,Yohan Blake,26.0,2016,Gold,Jamaica,Athletics,Athletics Men's 4 x 100 metres Relay
1049,Henrik Blakskjr,29.0,2000,Gold,Denmark,Sailing,Sailing Mixed Three Person Keelboat
1050,Isabelle Blanc,26.0,2002,Gold,France,Snowboarding,Snowboarding Women's Parallel Giant Slalom
1052,Armand Blanchonnet,20.0,1924,Gold,France,Cycling,"Cycling Men's Road Race, Individual"
1053,Armand Blanchonnet,20.0,1924,Gold,France,Cycling,"Cycling Men's Road Race, Team"
1056,Harriet Claiborne Bland (-Green),21.0,1936,Gold,United States,Athletics,Athletics Women's 4 x 100 metres Relay
1057,Peter Blang,31.0,1996,Gold,Netherlands,Volleyball,Volleyball Men's Volleyball
1058,Leszek Robert Blanik,31.0,2008,Gold,Poland,Gymnastics,Gymnastics Men's Horse Vault
1059,Johann Blank,24.0,1928,Gold,Germany,Water Polo,Water Polo Men's Water Polo
1060,"Francina Elsje ""Fanny"" Blankers-Koen",30.0,1948,Gold,Netherlands,Athletics,Athletics Women's 100 metres
1061,"Francina Elsje ""Fanny"" Blankers-Koen",30.0,1948,Gold,Netherlands,Athletics,Athletics Women's 200 metres
1062,"Francina Elsje ""Fanny"" Blankers-Koen",30.0,1948,Gold,Netherlands,Athletics,Athletics Women's 80 metres Hurdles
1063,"Francina Elsje ""Fanny"" Blankers-Koen",30.0,1948,Gold,Netherlands,Athletics,Athletics Women's 4 x 100 metres Relay
1065,Mriam Guadalupe Blasco Soto,28.0,1992,Gold,Spain,Judo,Judo Women's Lightweight
1066,"Jeffrey Carl ""Jeff"" Blatnick",27.0,1984,Gold,United States,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman"
1067,Keston Bledman,20.0,2008,Gold,Trinidad and Tobago,Athletics,Athletics Men's 4 x 100 metres Relay
1068,Ethelda Marguerite Bleibtrey (-Schlatke),18.0,1920,Gold,United States,Swimming,Swimming Women's 100 metres Freestyle
1069,Ethelda Marguerite Bleibtrey (-Schlatke),18.0,1920,Gold,United States,Swimming,Swimming Women's 300 metres Freestyle
1070,Ethelda Marguerite Bleibtrey (-Schlatke),18.0,1920,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
1071,"Donald Franklin ""Don"" Blessing",22.0,1928,Gold,United States,Rowing,Rowing Men's Coxed Eights
1072,"Richard Adolph ""Dick"" Blick",20.0,1960,Gold,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1076,Irina Valeryevna Bliznova,29.0,2016,Gold,Russia,Handball,Handball Women's Handball
1077,Anastasiya Ilyinichna Bliznyuk,18.0,2012,Gold,Russia,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group
1078,Anastasiya Ilyinichna Bliznyuk,22.0,2016,Gold,Russia,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group
1079,Jan Blokhuijsen,24.0,2014,Gold,Netherlands,Speed Skating,Speed Skating Men's Team Pursuit (8 laps)
1080,Vanja Hedvig Desideria Blomberg (-Webjrn),23.0,1952,Gold,Sweden,Gymnastics,Gymnastics Women's Team Portable Apparatus
1081,Erik Gustaf Blomqvist,33.0,1912,Gold,Sweden,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
1082,"Douglas Morlan ""Doug"" Blubaugh",25.0,1960,Gold,United States,Wrestling,"Wrestling Men's Welterweight, Freestyle"
1083,Kay Bluhm,23.0,1992,Gold,Germany,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres"
1084,Kay Bluhm,23.0,1992,Gold,Germany,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres"
1085,Kay Bluhm,27.0,1996,Gold,Germany,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres"
1086,Pernille Blume,22.0,2016,Gold,Denmark,Swimming,Swimming Women's 50 metres Freestyle
1087,"Christian ""Bdi"" Blunck",24.0,1992,Gold,Germany,Hockey,Hockey Men's Hockey
1088,Serge Blusson,20.0,1948,Gold,France,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1092,Gyula Bbis,38.0,1948,Gold,Hungary,Wrestling,"Wrestling Men's Heavyweight, Freestyle"
1093,Loredana Boboc,16.0,2000,Gold,Romania,Gymnastics,Gymnastics Women's Team All-Around
1095,Yekaterina Aleksandrovna Bobrova,23.0,2014,Gold,Russia,Figure Skating,Figure Skating Mixed Team
1096,Vladlena Eduardovna Bobrovnikova,28.0,2016,Gold,Russia,Handball,Handball Women's Handball
1099,Giorgio Bocchino,23.0,1936,Gold,Italy,Fencing,"Fencing Men's Foil, Team"
1103,Conrad Helmut Fritz Bcker,25.0,1896,Gold,Germany,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
1104,Conrad Helmut Fritz Bcker,25.0,1896,Gold,Germany,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
1105,Franz Bckli,42.0,1900,Gold,Switzerland,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
1108,Andrs Bodnr,22.0,1964,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1109,Andrea Bod-Molnr,22.0,1956,Gold,Hungary,Gymnastics,Gymnastics Women's Team Portable Apparatus
1110,"Josephine Francisca Maria ""Fieke"" Boekhorst",26.0,1984,Gold,Netherlands,Hockey,Hockey Women's Hockey
1111,Isabelle Bori-Bgard,20.0,1980,Gold,France,Fencing,"Fencing Women's Foil, Team"
1113,Galabin Pepov Boevski,25.0,2000,Gold,Bulgaria,Weightlifting,Weightlifting Men's Lightweight
1114,Anna Ivanovna Bogaly-Titovets,26.0,2006,Gold,Russia,Biathlon,Biathlon Women's 4 x 6 kilometres Relay
1115,Anna Ivanovna Bogaly-Titovets,30.0,2010,Gold,Russia,Biathlon,Biathlon Women's 4 x 6 kilometres Relay
1118,Aleksandr Viktorovich Bogdanovich,26.0,2008,Gold,Belarus,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres"
1119,Andrey Viktorovich Bogdanovich,20.0,2008,Gold,Belarus,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres"
1121,"Philip George ""Phil"" Boggs",26.0,1976,Gold,United States,Diving,Diving Men's Springboard
1125,Vadim Iosifovich Bogiyev,25.0,1996,Gold,Russia,Wrestling,"Wrestling Men's Lightweight, Freestyle"
1126,Wendy Lou Lansbach Boglioli,21.0,1976,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
1127,Tanya Bogomilova-Dangalakova,24.0,1988,Gold,Bulgaria,Swimming,Swimming Women's 100 metres Breaststroke
1130,ric Boisse,24.0,2004,Gold,France,Fencing,"Fencing Men's epee, Team"
1131,Philippe Alain Boisse,25.0,1980,Gold,France,Fencing,"Fencing Men's epee, Team"
1132,Philippe Alain Boisse,29.0,1984,Gold,France,Fencing,"Fencing Men's epee, Individual"
1133,Brian Anthony Boitano,24.0,1988,Gold,United States,Figure Skating,Figure Skating Men's Singles
1134,Arnaud Boiteau,30.0,2004,Gold,France,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
1135,Jean Auguste Boiteux,19.0,1952,Gold,France,Swimming,Swimming Men's 400 metres Freestyle
1136,Gustaf Carl Fredrik Boivie,47.0,1912,Gold,Sweden,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team"
1137,Jrgen Bojsen-Mller,34.0,1988,Gold,Denmark,Sailing,Sailing Mixed Two Person Heavyweight Dinghy
1138,Lal Shah S. Bokhari,23.0,1932,Gold,India,Hockey,Hockey Men's Hockey
1141,Jeanette Bolden,24.0,1984,Gold,United States,Athletics,Athletics Women's 4 x 100 metres Relay
1143,Harry Boldt,34.0,1964,Gold,Germany,Equestrianism,"Equestrianism Mixed Dressage, Team"
1145,John Keith Boles,36.0,1924,Gold,United States,Shooting,"Shooting Men's Running Target, Single Shot"
1146,"Maria Yolande Caroline Gertrude ""Marjolein"" Bolhuis-Eijsvogel",23.0,1984,Gold,Netherlands,Hockey,Hockey Women's Hockey
1147,Aureliano Bolognesi,21.0,1952,Gold,Italy,Boxing,Boxing Men's Lightweight
1150,Usain St. Leo Bolt,21.0,2008,Gold,Jamaica,Athletics,Athletics Men's 100 metres
1151,Usain St. Leo Bolt,21.0,2008,Gold,Jamaica,Athletics,Athletics Men's 200 metres
1152,Usain St. Leo Bolt,25.0,2012,Gold,Jamaica,Athletics,Athletics Men's 100 metres
1153,Usain St. Leo Bolt,25.0,2012,Gold,Jamaica,Athletics,Athletics Men's 200 metres
1154,Usain St. Leo Bolt,25.0,2012,Gold,Jamaica,Athletics,Athletics Men's 4 x 100 metres Relay
1155,Usain St. Leo Bolt,29.0,2016,Gold,Jamaica,Athletics,Athletics Men's 100 metres
1156,Usain St. Leo Bolt,29.0,2016,Gold,Jamaica,Athletics,Athletics Men's 200 metres
1157,Usain St. Leo Bolt,29.0,2016,Gold,Jamaica,Athletics,Athletics Men's 4 x 100 metres Relay
1158,"Gustaf Adolf Boltenstern, Jr.",48.0,1952,Gold,Sweden,Equestrianism,"Equestrianism Mixed Dressage, Team"
1159,"Gustaf Adolf Boltenstern, Jr.",52.0,1956,Gold,Sweden,Equestrianism,"Equestrianism Mixed Dressage, Team"
1160,"Alice Ruth ""Ruthie"" Bolton-Holifield",29.0,1996,Gold,United States,Basketball,Basketball Women's Basketball
1161,"Alice Ruth ""Ruthie"" Bolton-Holifield",33.0,2000,Gold,United States,Basketball,Basketball Women's Basketball
1162,Antal Bolvri,20.0,1952,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1163,Antal Bolvri,24.0,1956,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1166,Fernando Bonatti,25.0,1920,Gold,Italy,Gymnastics,Gymnastics Men's Team All-Around
1168,Hamish Byron Bond,26.0,2012,Gold,New Zealand,Rowing,Rowing Men's Coxless Pairs
1169,Hamish Byron Bond,30.0,2016,Gold,New Zealand,Rowing,Rowing Men's Coxless Pairs
1172,Carl Gustaf Bonde,40.0,1912,Gold,Sweden,Equestrianism,"Equestrianism Men's Dressage, Individual"
1173,Ren Henri Georges Bondoux,27.0,1932,Gold,France,Fencing,"Fencing Men's Foil, Team"
1174,Bong Jung-Keun,28.0,2008,Gold,South Korea,Baseball,Baseball Men's Baseball
1175,George Valentine Bonhag,24.0,1906,Gold,United States,Athletics,"Athletics Men's 1,500 metres Walk"
1176,George Valentine Bonhag,30.0,1912,Gold,United States,Athletics,"Athletics Men's 3,000 metres, Team"
1177,Tessa Bonhomme,24.0,2010,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
1178,Guido Boni,20.0,1912,Gold,Italy,Gymnastics,Gymnastics Men's Team All-Around
1179,Andr Bonin,39.0,1948,Gold,France,Fencing,"Fencing Men's Foil, Team"
1180,Yvonne Bnisch,23.0,2004,Gold,Germany,Judo,Judo Women's Lightweight
1181,Franois Bonlieu,26.0,1964,Gold,France,Alpine Skiing,Alpine Skiing Men's Giant Slalom
1182,Philippe Pierre Bonnin,25.0,1980,Gold,France,Fencing,"Fencing Men's Foil, Team"
1183,Beniamino Bonomi,32.0,2000,Gold,Italy,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres"
1185,Horace Robert Bonser,33.0,1920,Gold,United States,Shooting,"Shooting Men's Trap, Team"
1186,"Ronald Yngve ""Ron"" Bontemps",25.0,1952,Gold,United States,Basketball,Basketball Men's Basketball
1187,Minke Gertine Booij,31.0,2008,Gold,Netherlands,Hockey,Hockey Women's Hockey
1188,Manut Boonjumnong,24.0,2004,Gold,Thailand,Boxing,Boxing Men's Light-Welterweight
1189,Rachel Kristine Bootsma,18.0,2012,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay
1190,"Robert Lewis ""Bob"" Boozer",23.0,1960,Gold,United States,Basketball,Basketball Men's Basketball
1191,"Carlos Austin Boozer, Jr.",26.0,2008,Gold,United States,Basketball,Basketball Men's Basketball
1192,"Charles Edward ""Charley"" Borah",22.0,1928,Gold,United States,Athletics,Athletics Men's 4 x 100 metres Relay
1193,Valeriy Viktorovich Borchin,21.0,2008,Gold,Russia,Athletics,Athletics Men's 20 kilometres Walk
1195,"Anna Johanna Geertruida Maria ""Annie"" Borckink",28.0,1980,Gold,Netherlands,Speed Skating,"Speed Skating Women's 1,500 metres"
1196,Amanda Kathleen Borden (-Cochran),19.0,1996,Gold,United States,Gymnastics,Gymnastics Women's Team All-Around
1197,"Patrick Lance ""Pat"" Borders",37.0,2000,Gold,United States,Baseball,Baseball Men's Baseball
1198,Gelindo Bordin,29.0,1988,Gold,Italy,Athletics,Athletics Men's Marathon
1199,Yannick Philippe Andr Borel,27.0,2016,Gold,France,Fencing,"Fencing Men's epee, Team"
1200,Andrea Borella,23.0,1984,Gold,Italy,Fencing,"Fencing Men's Foil, Team"
1202,Claes Arne Borg,26.0,1928,Gold,Sweden,Swimming,"Swimming Men's 1,500 metres Freestyle"
1203,Maurcio Borges Almeida Silva,27.0,2016,Gold,Brazil,Volleyball,Volleyball Men's Volleyball
1205,Ren Borjas,30.0,1928,Gold,Uruguay,Football,Football Men's Football
1206,Zsolt Borkai,23.0,1988,Gold,Hungary,Gymnastics,Gymnastics Men's Pommelled Horse
1208,Wilhelm Heinrich Born,24.0,1906,Gold,Germany,Tug-Of-War,Tug-Of-War Men's Tug-Of-War
1209,Jacqueline Brner (-Schubert),26.0,1992,Gold,Germany,Speed Skating,"Speed Skating Women's 1,500 metres"
1211,Kathrin Boron (-Kppen),22.0,1992,Gold,Germany,Rowing,Rowing Women's Double Sculls
1212,Kathrin Boron (-Kppen),26.0,1996,Gold,Germany,Rowing,Rowing Women's Quadruple Sculls
1213,Kathrin Boron (-Kppen),30.0,2000,Gold,Germany,Rowing,Rowing Women's Double Sculls
1214,Kathrin Boron (-Kppen),34.0,2004,Gold,Germany,Rowing,Rowing Women's Quadruple Sculls
1215,Ott Boros,27.0,1956,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1216,Ott Boros,35.0,1964,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1218,"Arthur Thurman ""Thur"" Borren",27.0,1976,Gold,New Zealand,Hockey,Hockey Men's Hockey
1219,Ismael Borrero Molina,24.0,2016,Gold,Cuba,Wrestling,"Wrestling Men's Featherweight, Greco-Roman"
1221,Elmar Borrmann,35.0,1992,Gold,Germany,Fencing,"Fencing Men's epee, Team"
1222,Luis Borroto Jimnez,21.0,2004,Gold,Cuba,Baseball,Baseball Men's Baseball
1223,Nino Borsari,20.0,1932,Gold,Italy,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1226,Francesca Bortolozzi-Borella,24.0,1992,Gold,Italy,Fencing,"Fencing Women's Foil, Team"
1227,Francesca Bortolozzi-Borella,28.0,1996,Gold,Italy,Fencing,"Fencing Women's Foil, Team"
1228,"Vincent Joseph ""Vince"" Boryla",21.0,1948,Gold,United States,Basketball,Basketball Men's Basketball
1229,Yury Mikhaylovich Borzakovsky,23.0,2004,Gold,Russia,Athletics,Athletics Men's 800 metres
1233,Bruno Boscherie,29.0,1980,Gold,France,Fencing,"Fencing Men's Foil, Team"
1235,Ryszard Bosek,26.0,1976,Gold,Poland,Volleyball,Volleyball Men's Volleyball
1236,"Christopher Wesson ""Chris"" Bosh",24.0,2008,Gold,United States,Basketball,Basketball Men's Basketball
1238,Miho Bokovi,29.0,2012,Gold,Croatia,Water Polo,Water Polo Men's Water Polo
1239,Roger-Yves Bost,50.0,2016,Gold,France,Equestrianism,"Equestrianism Mixed Jumping, Team"
1240,Ralph Harold Boston,21.0,1960,Gold,United States,Athletics,Athletics Men's Long Jump
1241,Silvia Bosurgi,25.0,2004,Gold,Italy,Water Polo,Water Polo Women's Water Polo
1242,"Catherine La Ora ""Cathy"" Boswell",21.0,1984,Gold,United States,Basketball,Basketball Women's Basketball
1245,"Molly Ray Botkin (-Rossiter, -Trees)",16.0,1960,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
1246,"Elizabeth Anne ""Beth"" Botsford",15.0,1996,Gold,United States,Swimming,Swimming Women's 100 metres Backstroke
1247,"Elizabeth Anne ""Beth"" Botsford",15.0,1996,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay
1248,Jennifer Lori Botterill,22.0,2002,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
1249,Jennifer Lori Botterill,26.0,2006,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
1250,Jennifer Lori Botterill,30.0,2010,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
1251,Filippo Emanuele Bottino,31.0,1920,Gold,Italy,Weightlifting,Weightlifting Men's Heavyweight
1252,"Joseph Stuart ""Joe"" Bottom",21.0,1976,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay
1254,Gatan T. Boucher,25.0,1984,Gold,Canada,Speed Skating,"Speed Skating Men's 1,000 metres"
1255,Gatan T. Boucher,25.0,1984,Gold,Canada,Speed Skating,"Speed Skating Men's 1,500 metres"
1256,Danil Ephrem Jean Odiel Bouckaert,25.0,1920,Gold,Belgium,Equestrianism,"Equestrianism Men's Vaulting, Individual"
1257,Danil Ephrem Jean Odiel Bouckaert,25.0,1920,Gold,Belgium,Equestrianism,"Equestrianism Men's Vaulting, Team"
1259,David Alasdair Boudia,23.0,2012,Gold,United States,Diving,Diving Men's Platform
1260,Ren Bougnol,21.0,1932,Gold,France,Fencing,"Fencing Men's Foil, Team"
1261,Ren Bougnol,37.0,1948,Gold,France,Fencing,"Fencing Men's Foil, Team"
1262,Hassiba Boulmerka,24.0,1992,Gold,Algeria,Athletics,"Athletics Women's 1,500 metres"
1263,Djamel Bouras,24.0,1996,Gold,France,Judo,Judo Men's Half-Middleweight
1264,"Clifford Frederick ""Cliff"" Bourland",27.0,1948,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1265,Hans Bourquin,13.0,1928,Gold,Switzerland,Rowing,Rowing Men's Coxed Pairs
1266,"Richard James ""Dick"" Boushka",22.0,1956,Gold,United States,Basketball,Basketball Men's Basketball
1267,Moulay Brahim Boutayeb,21.0,1988,Gold,Morocco,Athletics,"Athletics Men's 10,000 metres"
1269,Jay Daniel Bouwmeester,30.0,2014,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1270,Marit Bouwmeester,28.0,2016,Gold,Netherlands,Sailing,Sailing Women's One Person Dinghy
1271,Floris Jan Bovelander,30.0,1996,Gold,Netherlands,Hockey,Hockey Men's Hockey
1272,Alessandro Bovo,23.0,1992,Gold,Italy,Water Polo,Water Polo Men's Water Polo
1273,Carol Ann Bower,28.0,1984,Gold,United States,Rowing,Rowing Women's Coxed Eights
1275,"Frentorish ""Tori"" Bowie",25.0,2016,Gold,United States,Athletics,Athletics Women's 4 x 100 metres Relay
1276,"Maddison Michelle ""Maddie"" Bowman",20.0,2014,Gold,United States,Freestyle Skiing,Freestyle Skiing Women's Halfpipe
1277,"Deborah Ann ""Debbie"" Bowman-Sullivan",25.0,1988,Gold,Australia,Hockey,Hockey Women's Hockey
1278,Gillian Dewey Boxx,22.0,1996,Gold,United States,Softball,Softball Women's Softball
1279,Shannon Leigh Boxx,27.0,2004,Gold,United States,Football,Football Women's Football
1280,Shannon Leigh Boxx,31.0,2008,Gold,United States,Football,Football Women's Football
1281,Shannon Leigh Boxx,35.0,2012,Gold,United States,Football,Football Women's Football
1282,Svetlana Sergeyevna Boyarkina-Zhurova,34.0,2006,Gold,Russia,Speed Skating,Speed Skating Women's 500 metres
1286,"James Felton ""Jim"" Boyd",25.0,1956,Gold,United States,Boxing,Boxing Men's Light-Heavyweight
1287,Svetlana Anatolyevna Boyko,36.0,2008,Gold,Russia,Fencing,"Fencing Women's Foil, Team"
1288,"Daniel Denis ""Dan"" Boyle",33.0,2010,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1289,Daniel Bozhinov Petrov,24.0,1996,Gold,Bulgaria,Boxing,Boxing Men's Light-Flyweight
1290,Mihly Bozsi (Bozsidarcz),25.0,1936,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1291,Jzsef Bozsik,26.0,1952,Gold,Hungary,Football,Football Men's Football
1292,Tullio Bozza,29.0,1920,Gold,Italy,Fencing,"Fencing Men's epee, Team"
1293,Tarjei B,21.0,2010,Gold,Norway,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay
1294,Tina Nielsen Bttzau (-Haunstrup),24.0,1996,Gold,Denmark,Handball,Handball Women's Handball
1295,Tina Nielsen Bttzau (-Haunstrup),29.0,2000,Gold,Denmark,Handball,Handball Women's Handball
1296,Kenneth Braaten,23.0,1998,Gold,Norway,Nordic Combined,Nordic Combined Men's Team
1297,"Julius Olaissen ""Jul"" Braathe (Olaissen-)",33.0,1908,Gold,Norway,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
1299,Walter Brack,23.0,1904,Gold,Germany,Swimming,Swimming Men's 100 Yard Backstroke
1300,"Raymond Cope ""Ray"" Bracken",29.0,1920,Gold,United States,Shooting,"Shooting Men's Free Pistol, 50 metres, Team"
1301,Steven John Bradbury,28.0,2002,Gold,Australia,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres"
1302,"William Warren ""Bill"" Bradley",21.0,1964,Gold,United States,Basketball,Basketball Men's Basketball
1303,"Benjamin Joseph ""Ben"" Bradshaw",24.0,1904,Gold,United States,Wrestling,"Wrestling Men's Featherweight, Freestyle"
1304,Mathieu Bragard,25.0,1920,Gold,Belgium,Football,Football Men's Football
1305,"Donald George ""Don"" Bragg",25.0,1960,Gold,United States,Athletics,Athletics Men's Pole Vault
1307,G. Alberto Braglia,25.0,1908,Gold,Italy,Gymnastics,Gymnastics Men's Individual All-Around
1308,G. Alberto Braglia,29.0,1912,Gold,Italy,Gymnastics,Gymnastics Men's Individual All-Around
1309,G. Alberto Braglia,29.0,1912,Gold,Italy,Gymnastics,Gymnastics Men's Team All-Around
1311,Grant Digby Bramwell,23.0,1984,Gold,New Zealand,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
1312,Serge Branco,19.0,2000,Gold,Cameroon,Football,Football Men's Football
1313,Esther Cornelia Brand (van Heerden-),29.0,1952,Gold,South Africa,Athletics,Athletics Women's High Jump
1314,Glen Jenson Brand,24.0,1948,Gold,United States,Wrestling,"Wrestling Men's Middleweight, Freestyle"
1315,Jen Brandi (Brandeiski),23.0,1936,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1316,"Thomas Nelson ""Tom"" Brands, II",28.0,1996,Gold,United States,Wrestling,"Wrestling Men's Featherweight, Freestyle"
1318,Heinz Brandt,29.0,1936,Gold,Germany,Equestrianism,"Equestrianism Men's Jumping, Team"
1321,Ana Maria Florentina Brnz-Popescu,31.0,2016,Gold,Romania,Fencing,"Fencing Women's epee, Team"
1322,Julius Helmut Braselmann,24.0,1936,Gold,Germany,Handball,Handball Men's Handball
1325,Yevhen Anatoliyovych Braslavets,23.0,1996,Gold,Ukraine,Sailing,Sailing Men's Two Person Dinghy
1326,Jean-Luc Brassard,21.0,1994,Gold,Canada,Freestyle Skiing,Freestyle Skiing Men's Moguls
1331,Thiago Braz da Silva,22.0,2016,Gold,Brazil,Athletics,Athletics Men's Pole Vault
1335,Espen Odd Bredesen,26.0,1994,Gold,Norway,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual"
1338,Karoline Charlotte Dyhre Breivang,28.0,2008,Gold,Norway,Handball,Handball Women's Handball
1339,Karoline Charlotte Dyhre Breivang,32.0,2012,Gold,Norway,Handball,Handball Women's Handball
1340,Mark Anthony Breland,21.0,1984,Gold,United States,Boxing,Boxing Men's Welterweight
1342,Jakob Brendel,24.0,1932,Gold,Germany,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman"
1343,Sebastian Brendel,24.0,2012,Gold,Germany,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres"
1344,Sebastian Brendel,28.0,2016,Gold,Germany,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres"
1345,Sebastian Brendel,28.0,2016,Gold,Germany,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres"
1346,Hallgeir Brenden,23.0,1952,Gold,Norway,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres
1347,Hallgeir Brenden,26.0,1956,Gold,Norway,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres
1349,Michael Gene Brennan,28.0,2004,Gold,Australia,Hockey,Hockey Men's Hockey
1350,"Patrick Joseph ""Paddy"" Brennan",30.0,1908,Gold,Canada,Lacrosse,Lacrosse Men's Lacrosse
1351,Scott Michael Brennan,25.0,2008,Gold,Australia,Rowing,Rowing Men's Double Sculls
1352,Bart Jan-Baptist Marie Brentjens,27.0,1996,Gold,Netherlands,Cycling,"Cycling Men's Mountainbike, Cross-Country"
1353,Julie Bresset,23.0,2012,Gold,France,Cycling,"Cycling Women's Mountainbike, Cross-Country"
1355,Derrick Keith Brew,26.0,2004,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1356,Eric Charles Brewer,22.0,2002,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1357,Frank Gerald Singlehurst Brewin,22.0,1932,Gold,India,Hockey,Hockey Men's Hockey
1358,Ralph Theodore Breyer,20.0,1924,Gold,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1359,Anne Briand-Bouthiaux,23.0,1992,Gold,France,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay
1360,Erika Eloise Bricker (-Holderith),15.0,1964,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
1361,"Bradley Michael ""Brad"" Bridgewater",23.0,1996,Gold,United States,Swimming,Swimming Men's 200 metres Backstroke
