olympic_record_id,athlete_name,age,year,medal,country,sport,event
1,Edgar Lindenau Aabye,34.0,1900,Gold,Denmark,Tug-Of-War,Tug-Of-War Men's Tug-Of-War
2,Paavo Johannes Aaltonen,28.0,1948,Gold,Finland,Gymnastics,Gymnastics Men's Team All-Around
3,Paavo Johannes Aaltonen,28.0,1948,Gold,Finland,Gymnastics,Gymnastics Men's Horse Vault
4,Paavo Johannes Aaltonen,28.0,1948,Gold,Finland,Gymnastics,Gymnastics Men's Pommelled Horse
5,Kjetil Andr Aamodt,20.0,1992,Gold,Norway,Alpine Skiing,Alpine Skiing Men's Super G
6,Kjetil Andr Aamodt,30.0,2002,Gold,Norway,Alpine Skiing,Alpine Skiing Men's Super G
7,Kjetil Andr Aamodt,30.0,2002,Gold,Norway,Alpine Skiing,Alpine Skiing Men's Combined
8,Kjetil Andr Aamodt,34.0,2006,Gold,Norway,Alpine Skiing,Alpine Skiing Men's Super G
9,Ragnhild Margrethe Aamodt,27.0,2008,Gold,Norway,Handball,Handball Women's Handball
10,Roald Edgar Aas,31.0,1960,Gold,Norway,Speed Skating,"Speed Skating Men's 1,500 metres"
12,Ren Abadie,21.0,1956,Gold,France,Cycling,"Cycling Men's Road Race, Team"
13,Aleksey Aleksandrovich Abalmasov,28.0,2008,Gold,Belarus,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
14,Luc Abalo,23.0,2008,Gold,France,Handball,Handball Men's Handball
15,Luc Abalo,27.0,2012,Gold,France,Handball,Handball Men's Handball
16,Jouan Patrice Abanda Etong,22.0,2000,Gold,Cameroon,Football,Football Men's Football
17,Jos Mara Abarca Plotas,22.0,1996,Gold,Spain,Water Polo,Water Polo Men's Water Polo
18,Alejandro Abascal Garca,28.0,1980,Gold,Spain,Sailing,Sailing Mixed Two Person Heavyweight Dinghy
19,Jol Marc Abati,38.0,2008,Gold,France,Handball,Handball Men's Handball
20,Agostino Abbagnale,22.0,1988,Gold,Italy,Rowing,Rowing Men's Quadruple Sculls
21,Agostino Abbagnale,29.0,1996,Gold,Italy,Rowing,Rowing Men's Double Sculls
22,Agostino Abbagnale,34.0,2000,Gold,Italy,Rowing,Rowing Men's Quadruple Sculls
23,Carmine Abbagnale,22.0,1984,Gold,Italy,Rowing,Rowing Men's Coxed Pairs
24,Carmine Abbagnale,26.0,1988,Gold,Italy,Rowing,Rowing Men's Coxed Pairs
25,Giuseppe Abbagnale,25.0,1984,Gold,Italy,Rowing,Rowing Men's Coxed Pairs
26,Giuseppe Abbagnale,29.0,1988,Gold,Italy,Rowing,Rowing Men's Coxed Pairs
27,Margaret Ives Abbott (-Dunne),23.0,1900,Gold,United States,Golf,Golf Women's Individual
28,Lala Abdul Rashid,38.0,1960,Gold,Pakistan,Hockey,Hockey Men's Hockey
30,Mukhammad Kadyr Abdullayev,26.0,2000,Gold,Uzbekistan,Boxing,Boxing Men's Light-Welterweight
31,Namiq Yadulla Abdullayev,29.0,2000,Gold,Azerbaijan,Wrestling,"Wrestling Men's Bantamweight, Freestyle"
32,Julius Shareef Abdur-Rahim,23.0,2000,Gold,United States,Basketball,Basketball Men's Basketball
34,Masashi Abe,28.0,1994,Gold,Japan,Nordic Combined,Nordic Combined Men's Team
35,George Gordon Abel,35.0,1952,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
36,Abelardo Fernndez Antua,22.0,1992,Gold,Spain,Football,Football Men's Football
39,Gezahgne Abera,22.0,2000,Gold,Ethiopia,Athletics,Athletics Men's Marathon
40,Michael Brent Abernathy,22.0,2000,Gold,United States,Baseball,Baseball Men's Baseball
41,Ismail Abilov (-Nizamolu),29.0,1980,Gold,Bulgaria,Wrestling,"Wrestling Men's Middleweight, Freestyle"
42,"Edgar Allen ""Ed"" Ablowich",19.0,1932,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
43,Attila brahm,21.0,1988,Gold,Hungary,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
45,Isak Abrahamsen,21.0,1912,Gold,Norway,Gymnastics,"Gymnastics Men's Team All-Around, Free System"
47,Julien Absalon,23.0,2004,Gold,France,Cycling,"Cycling Men's Mountainbike, Cross-Country"
48,Julien Absalon,27.0,2008,Gold,France,Cycling,"Cycling Men's Mountainbike, Cross-Country"
49,Ahmad Abughaush,20.0,2016,Gold,Jordan,Taekwondo,Taekwondo Men's Featherweight
51,William Accambray,24.0,2012,Gold,France,Handball,Handball Men's Handball
52,Fausto Alesio Acke (Padovini-),22.0,1920,Gold,Sweden,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System"
53,Paul Douglas Ackerley,27.0,1976,Gold,New Zealand,Hockey,Hockey Men's Hockey
54,"Charles Edwin ""Charley"" Ackerly",22.0,1920,Gold,United States,Wrestling,"Wrestling Men's Featherweight, Freestyle"
57,Lautaro Germn Acosta,20.0,2008,Gold,Argentina,Football,Football Men's Football
58,"Gordon Belgum ""Gordy"" Adam",21.0,1936,Gold,United States,Rowing,Rowing Men's Coxed Eights
59,"Michael B. ""Mike"" Adam",24.0,2006,Gold,Canada,Curling,Curling Men's Curling
60,Pierre Louis Eugne Adam,24.0,1948,Gold,France,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
61,Harry Lester Adams,31.0,1912,Gold,United States,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team"
64,Platt Adams,27.0,1912,Gold,United States,Athletics,Athletics Men's Standing High Jump
65,Valerie Kasanita Adams-Vili (-Price),23.0,2008,Gold,New Zealand,Athletics,Athletics Women's Shot Put
66,Valerie Kasanita Adams-Vili (-Price),27.0,2012,Gold,New Zealand,Athletics,Athletics Women's Shot Put
67,Filip Kamil Adamski,29.0,2012,Gold,Germany,Rowing,Rowing Men's Coxed Eights
68,Herbert Adamski,26.0,1936,Gold,Germany,Rowing,Rowing Men's Coxed Pairs
69,Adenzia Aparecida Ferreira da Silva,25.0,2012,Gold,Brazil,Volleyball,Volleyball Women's Volleyball
71,"Charles ""Chuck"" Adkins",20.0,1952,Gold,United States,Boxing,Boxing Men's Light-Welterweight
72,Derrick Ralph Adkins,26.0,1996,Gold,United States,Athletics,Athletics Men's 400 metres Hurdles
73,Nils August Domingo Adlercreutz,45.0,1912,Gold,Sweden,Equestrianism,"Equestrianism Men's Three-Day Event, Team"
74,Erik William Adlerz,19.0,1912,Gold,Sweden,Diving,Diving Men's Platform
75,Erik William Adlerz,19.0,1912,Gold,Sweden,Diving,Diving Men's Plain High
78,Nathan Ghar-Jun Adrian,19.0,2008,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
79,Nathan Ghar-Jun Adrian,23.0,2012,Gold,United States,Swimming,Swimming Men's 100 metres Freestyle
80,Nathan Ghar-Jun Adrian,23.0,2012,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay
81,Nathan Ghar-Jun Adrian,27.0,2016,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
82,Nathan Ghar-Jun Adrian,27.0,2016,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay
83,Lavinia Agache (-Carney),16.0,1984,Gold,Romania,Gymnastics,Gymnastics Women's Team All-Around
84,Andre Kirk Agassi,26.0,1996,Gold,United States,Tennis,Tennis Men's Singles
85,Marilyn Agliotti,29.0,2008,Gold,Netherlands,Hockey,Hockey Women's Hockey
86,Marilyn Agliotti,33.0,2012,Gold,Netherlands,Hockey,Hockey Women's Hockey
87,Yannick Agnel,20.0,2012,Gold,France,Swimming,Swimming Men's 200 metres Freestyle
88,Yannick Agnel,20.0,2012,Gold,France,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
89,Meghan Christina Agosta (-Marciano),18.0,2006,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
90,Meghan Christina Agosta (-Marciano),23.0,2010,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
91,Meghan Christina Agosta (-Marciano),26.0,2014,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
92,Judit goston-Mendelnyi,27.0,1964,Gold,Hungary,Fencing,"Fencing Women's Foil, Team"
93,Carlo Agostoni Faini,19.0,1928,Gold,Italy,Fencing,"Fencing Men's epee, Team"
95,"Estella ""Stella"" Agsteribbe (-Blits)",19.0,1928,Gold,Netherlands,Gymnastics,Gymnastics Women's Team All-Around
96,Sergio Leonel Agero del Castillo,20.0,2008,Gold,Argentina,Football,Football Men's Football
97,"Taismary ""Tai"" Agero Leiva (-Botteghi)",23.0,2000,Gold,Cuba,Volleyball,Volleyball Women's Volleyball
99,George Lewis Ahlgren,19.0,1948,Gold,United States,Rowing,Rowing Men's Coxed Eights
101,Arne Per hman,23.0,1948,Gold,Sweden,Athletics,Athletics Men's Triple Jump
102,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",22.0,1992,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
103,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",22.0,1992,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay
104,Muhammad Ashfaq Ahmed,21.0,1968,Gold,Pakistan,Hockey,Hockey Men's Hockey
105,Bashir Ahmed,25.0,1960,Gold,Pakistan,Hockey,Hockey Men's Hockey
106,Ishtiaq Ahmed,21.0,1984,Gold,Pakistan,Hockey,Hockey Men's Hockey
107,Mushtaq Ahmed,28.0,1984,Gold,Pakistan,Hockey,Hockey Men's Hockey
108,Mushtaq Ahmed,27.0,1960,Gold,Pakistan,Hockey,Hockey Men's Hockey
109,Riaz Ahmed,27.0,1968,Gold,Pakistan,Hockey,Hockey Men's Hockey
111,"Christian ""Chris"" Ahrens",28.0,2004,Gold,United States,Rowing,Rowing Men's Coxed Eights
112,Nobuyuki Aihara,25.0,1960,Gold,Japan,Gymnastics,Gymnastics Men's Team All-Around
113,Nobuyuki Aihara,25.0,1960,Gold,Japan,Gymnastics,Gymnastics Men's Floor Exercise
118,Kurt Harold Ainsworth,22.0,2000,Gold,United States,Baseball,Baseball Men's Baseball
120,Brett Aitken,29.0,2000,Gold,Australia,Cycling,Cycling Men's Madison
122,Artur Surenovych Aivazian,35.0,2008,Gold,Ukraine,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
123,Omar Ajete Iglesias,27.0,1992,Gold,Cuba,Baseball,Baseball Men's Baseball
124,Omar Ajete Iglesias,31.0,1996,Gold,Cuba,Baseball,Baseball Men's Baseball
125,Chioma Ajunwa (-Opara),24.0,1996,Gold,Nigeria,Athletics,Athletics Women's Long Jump
126,Nasuh Akar,23.0,1948,Gold,Turkey,Wrestling,"Wrestling Men's Bantamweight, Freestyle"
127,Ernst Gunnar kerlund,24.0,1948,Gold,Sweden,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres"
129,Michelle Anne Akers,30.0,1996,Gold,United States,Football,Football Women's Football
130,Taha Akgl,25.0,2016,Gold,Turkey,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle"
132,Albina Khamitovna Akhatova,29.0,2006,Gold,Russia,Biathlon,Biathlon Women's 4 x 6 kilometres Relay
133,Artur Kamilevich Akhmatkhuzin,28.0,2016,Gold,Russia,Fencing,"Fencing Men's Foil, Team"
134,Gulraiz Akhtar,25.0,1968,Gold,Pakistan,Hockey,Hockey Men's Hockey
135,Naeem Akhtar,23.0,1984,Gold,Pakistan,Hockey,Hockey Men's Hockey
136,John Akii-Bua,22.0,1972,Gold,Uganda,Athletics,Athletics Men's 400 metres Hurdles
139,Morolake Akinosun,22.0,2016,Gold,United States,Athletics,Athletics Women's 4 x 100 metres Relay
142,Abdul Rashid Al-Hasan,25.0,1984,Gold,Pakistan,Hockey,Hockey Men's Hockey
143,Ahmed bin Hasher Al-Maktoum,40.0,2004,Gold,United Arab Emirates,Shooting,Shooting Men's Double Trap
144,Marina Alabau Neira,26.0,2012,Gold,Spain,Sailing,Sailing Women's Windsurfer
145,Noor Alam,30.0,1960,Gold,Pakistan,Hockey,Hockey Men's Hockey
146,Toimi Johannes Alatalo,30.0,1960,Gold,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay
147,Marco Albarello,33.0,1994,Gold,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay
149,Georg Albert Christian Albertsen,30.0,1920,Gold,Denmark,Gymnastics,"Gymnastics Men's Team All-Around, Free System"
150,Islam-Beka Said-Tsilimovich Albiyev,19.0,2008,Gold,Russia,Wrestling,"Wrestling Men's Lightweight, Greco-Roman"
151,mile Albrecht,,1924,Gold,Switzerland,Rowing,Rowing Men's Coxed Fours
152,John Robert Albrechtson,39.0,1976,Gold,Sweden,Sailing,Sailing Mixed Two Person Keelboat
153,"Tenley Emma Albright (-Gardiner, -Blakely)",20.0,1956,Gold,United States,Figure Skating,Figure Skating Women's Singles
154,Andrs Aldama Cabrera,24.0,1980,Gold,Cuba,Boxing,Boxing Men's Welterweight
155,"Frederick Pitt ""Fred"" Alderman",22.0,1928,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
156,Jo Qesem Ayela Aleh,26.0,2012,Gold,New Zealand,Sailing,Sailing Women's Two Person Dinghy
157,Virgilijus Alekna,28.0,2000,Gold,Lithuania,Athletics,Athletics Men's Discus Throw
158,Virgilijus Alekna,32.0,2004,Gold,Lithuania,Athletics,Athletics Men's Discus Throw
163,Artur Aleksanyan,24.0,2016,Gold,Armenia,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman"
166,Milan Aleksi,30.0,2016,Gold,Serbia,Water Polo,Water Polo Men's Water Polo
167,Marc Robert Alexandre,28.0,1988,Gold,France,Judo,Judo Men's Lightweight
168,Alfonso Prez Muoz,19.0,1992,Gold,Spain,Football,Football Men's Football
169,"Stephen Todd ""Steve"" Alford",19.0,1984,Gold,United States,Basketball,Basketball Men's Basketball
170,Hans Daniel Alfredsson,33.0,2006,Gold,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey
171,Ulf Hkan Gran Algotsson,27.0,1994,Gold,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey
172,Nasir Ali,25.0,1984,Gold,Pakistan,Hockey,Hockey Men's Hockey
173,Shaukat Ali,30.0,1928,Gold,India,Hockey,Hockey Men's Hockey
174,Syed Mushtaq Ali,22.0,1964,Gold,India,Hockey,Hockey Men's Hockey
175,Gaston Jules Louis Antoine Alibert,30.0,1908,Gold,France,Fencing,"Fencing Men's epee, Individual"
176,Gaston Jules Louis Antoine Alibert,30.0,1908,Gold,France,Fencing,"Fencing Men's epee, Team"
177,Sergey Gennadyevich Alifirenko,41.0,2000,Gold,Russia,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres"
179,Aleksey Aleksandrovich Alipov,29.0,2004,Gold,Russia,Shooting,Shooting Men's Trap
180,Georgios Aliprantis,,1906,Gold,Greece,Gymnastics,Gymnastics Men's Rope Climbing
182,Margarita Sergeyevna Aliychuk,17.0,2008,Gold,Russia,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group
183,Alphonse Allaert,44.0,1920,Gold,Belgium,Archery,"Archery Men's Target Archery, 33 metres, Team"
184,Alphonse Allaert,44.0,1920,Gold,Belgium,Archery,"Archery Men's Target Archery, 50 metres, Team"
185,"William Charles ""Bill"" Allen",24.0,1972,Gold,United States,Sailing,Sailing Mixed Three Person Keelboat
186,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",34.0,2004,Gold,Austria,Triathlon,Triathlon Women's Olympic Distance
187,"Kate Ruth ""Katie"" Allen",26.0,2000,Gold,Australia,Hockey,Hockey Women's Hockey
188,Walter Ray Allen,25.0,2000,Gold,United States,Basketball,Basketball Men's Basketball
189,Richard James Allen,25.0,1928,Gold,India,Hockey,Hockey Men's Hockey
190,Richard James Allen,30.0,1932,Gold,India,Hockey,Hockey Men's Hockey
191,Richard James Allen,34.0,1936,Gold,India,Hockey,Hockey Men's Hockey
192,Wyatt Allen,25.0,2004,Gold,United States,Rowing,Rowing Men's Coxed Eights
196,Antonio Allocchio,31.0,1920,Gold,Italy,Fencing,"Fencing Men's epee, Team"
197,Lynne Marie Allsup (-Olson),15.0,1964,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
198,Carmela Allucci,34.0,2004,Gold,Italy,Water Polo,Water Polo Women's Water Polo
200,Nicolas Alnoudji,20.0,2000,Gold,Cameroon,Football,Football Men's Football
201,Thomas Alsgaard (Alsgrd-),22.0,1994,Gold,Norway,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres
202,Thomas Alsgaard (Alsgrd-),26.0,1998,Gold,Norway,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit
203,Thomas Alsgaard (Alsgrd-),26.0,1998,Gold,Norway,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay
204,Thomas Alsgaard (Alsgrd-),30.0,2002,Gold,Norway,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit
205,Thomas Alsgaard (Alsgrd-),30.0,2002,Gold,Norway,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay
206,Ida Alstad,27.0,2012,Gold,Norway,Handball,Handball Women's Handball
209,Jos Mara lvarez de las Asturias Bohorques y Goyeneche,33.0,1928,Gold,Spain,Equestrianism,"Equestrianism Men's Jumping, Team"
213,Simona Amnar (-Tabr),16.0,1996,Gold,Romania,Gymnastics,Gymnastics Women's Horse Vault
214,Simona Amnar (-Tabr),20.0,2000,Gold,Romania,Gymnastics,Gymnastics Women's Individual All-Around
215,Simona Amnar (-Tabr),20.0,2000,Gold,Romania,Gymnastics,Gymnastics Women's Team All-Around
216,Max Amann,23.0,1928,Gold,Germany,Water Polo,Water Polo Men's Water Polo
217,Jean-Pierre Bernard Andr Amat,34.0,1996,Gold,France,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
218,Amauri Ribeiro,33.0,1992,Gold,Brazil,Volleyball,Volleyball Men's Volleyball
219,Jos Emilio Amavisca Grate,21.0,1992,Gold,Spain,Football,Football Men's Football
220,Amedeo Ambron,21.0,1960,Gold,Italy,Water Polo,Water Polo Men's Water Polo
221,Christie Ambrosi,23.0,2000,Gold,United States,Softball,Softball Women's Softball
222,Mikls Ambrus,31.0,1964,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
224,"Joseph Brian ""Joe"" Amlong",27.0,1964,Gold,United States,Rowing,Rowing Men's Coxed Eights
225,"Thomas Kennedy ""Tom"" Amlong",29.0,1964,Gold,United States,Rowing,Rowing Men's Coxed Eights
226,Simon Ammann,20.0,2002,Gold,Switzerland,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual"
227,Simon Ammann,20.0,2002,Gold,Switzerland,Ski Jumping,"Ski Jumping Men's Large Hill, Individual"
228,Simon Ammann,28.0,2010,Gold,Switzerland,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual"
229,Simon Ammann,28.0,2010,Gold,Switzerland,Ski Jumping,"Ski Jumping Men's Large Hill, Individual"
230,Daniel Owofin Amokachi,23.0,1996,Gold,Nigeria,Football,Football Men's Football
234,Steinar Amundsen,23.0,1968,Gold,Norway,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
235,Emmanuel Amunike,25.0,1996,Gold,Nigeria,Football,Football Men's Football
236,"Francis ""Frank"" Amyot",31.0,1936,Gold,Canada,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres"
237,An Byeong-Geun,22.0,1984,Gold,South Korea,Judo,Judo Men's Lightweight
238,An Han-Bong,23.0,1992,Gold,South Korea,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman"
239,An Kum-Ae,32.0,2012,Gold,North Korea,Judo,Judo Women's Half-Lightweight
240,An Sang-Mi,18.0,1998,Gold,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay"
241,Viktor An,20.0,2006,Gold,South Korea,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres"
242,Viktor An,20.0,2006,Gold,South Korea,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres"
243,Viktor An,20.0,2006,Gold,South Korea,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay"
244,Viktor An,28.0,2014,Gold,Russia,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres
245,Viktor An,28.0,2014,Gold,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres"
246,Viktor An,28.0,2014,Gold,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay"
249,Zygmunt Jzef Anczok,26.0,1972,Gold,Poland,Football,Football Men's Football
250,milie Andol,28.0,2016,Gold,France,Judo,Judo Women's Heavyweight
251,Olle Henrik Martin Anderberg,32.0,1952,Gold,Sweden,Wrestling,"Wrestling Men's Lightweight, Freestyle"
252,Aage Jrgen Christian Andersen,22.0,1906,Gold,Denmark,Football,Football Men's Football
253,Alf Steen Andersen,21.0,1928,Gold,Norway,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual"
254,Anja Jul Andersen,27.0,1996,Gold,Denmark,Handball,Handball Women's Handball
255,Camilla Rseler Andersen,23.0,1996,Gold,Denmark,Handball,Handball Women's Handball
256,Camilla Rseler Andersen,27.0,2000,Gold,Denmark,Handball,Handball Women's Handball
257,Carl Albert Andersen,29.0,1906,Gold,Norway,Gymnastics,Gymnastics Men's Team All-Around
258,Carl Rudolf Svend Andersen,20.0,1920,Gold,Denmark,Gymnastics,"Gymnastics Men's Team All-Around, Free System"
259,Carl-Ebbe Andersen,19.0,1948,Gold,Denmark,Rowing,Rowing Men's Coxed Pairs
260,"Greta Marie Andersen (-Sonnichsen, -Veress)",21.0,1948,Gold,Denmark,Swimming,Swimming Women's 100 metres Freestyle
261,Hjalmar Johan Andersen,28.0,1952,Gold,Norway,Speed Skating,"Speed Skating Men's 1,500 metres"
262,Hjalmar Johan Andersen,28.0,1952,Gold,Norway,Speed Skating,"Speed Skating Men's 5,000 metres"
263,Hjalmar Johan Andersen,28.0,1952,Gold,Norway,Speed Skating,"Speed Skating Men's 10,000 metres"
264,Kristine Andersen,28.0,2004,Gold,Denmark,Handball,Handball Women's Handball
265,Linda Widwey Andersen (-Cerup-Simonsen),23.0,1992,Gold,Norway,Sailing,Sailing Women's One Person Dinghy
266,Mads Christian Kruse Andersen,30.0,2008,Gold,Denmark,Rowing,Rowing Men's Lightweight Coxless Fours
267,Vigo Carl Andersen,21.0,1906,Gold,Denmark,Football,Football Men's Football
268,Anderson de Oliveira Rodrigues,30.0,2004,Gold,Brazil,Volleyball,Volleyball Men's Volleyball
269,Alyssa Jean Anderson,21.0,2012,Gold,United States,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
270,Andrea Arlene Anderson (-Bolder),22.0,2000,Gold,United States,Athletics,Athletics Women's 4 x 400 metres Relay
271,Charles Howard Anderson,33.0,1948,Gold,United States,Equestrianism,"Equestrianism Men's Three-Day Event, Team"
272,Gary Lee Anderson,25.0,1964,Gold,United States,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres"
273,Gary Lee Anderson,29.0,1968,Gold,United States,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres"
274,Jamie Louise Anderson,23.0,2014,Gold,United States,Snowboarding,Snowboarding Women's Slopestyle
275,Jasey-Jay Anderson,34.0,2010,Gold,Canada,Snowboarding,Snowboarding Men's Parallel Giant Slalom
276,John Franklin Anderson,25.0,1932,Gold,United States,Athletics,Athletics Men's Discus Throw
277,John Edward Anderson,33.0,1972,Gold,Australia,Sailing,Sailing Mixed Two Person Keelboat
278,Paul Edward Anderson,24.0,1956,Gold,United States,Weightlifting,Weightlifting Men's Heavyweight
279,"Thomas James ""Tom"" Anderson",33.0,1972,Gold,Australia,Sailing,Sailing Mixed Three Person Keelboat
280,Agneta Monica Andersson,23.0,1984,Gold,Sweden,Canoeing,"Canoeing Women's Kayak Singles, 500 metres"
281,Agneta Monica Andersson,23.0,1984,Gold,Sweden,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres"
282,Agneta Monica Andersson,35.0,1996,Gold,Sweden,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres"
283,Albert Per Andersson,17.0,1920,Gold,Sweden,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System"
284,Karl Arvid Andersson (-Holtman),23.0,1920,Gold,Sweden,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System"
285,Arvid Leander Andersson,30.0,1912,Gold,Sweden,Tug-Of-War,Tug-Of-War Men's Tug-Of-War
286,Erik Gsta Andersson,31.0,1948,Gold,Sweden,Wrestling,"Wrestling Men's Welterweight, Greco-Roman"
287,Svensk Hjalmar Zakeus Andersson,22.0,1912,Gold,Sweden,Athletics,"Athletics Men's Cross-Country, Team"
288,Lina Marie Andersson,24.0,2006,Gold,Sweden,Cross Country Skiing,Cross Country Skiing Women's Team Sprint
289,Sune Isidor Andersson,27.0,1948,Gold,Sweden,Football,Football Men's Football
293,Manuel ngel Andrada,46.0,1936,Gold,Argentina,Polo,Polo Men's Polo
294,Jos Leandro Andrade,22.0,1924,Gold,Uruguay,Football,Football Men's Football
295,Jos Leandro Andrade,26.0,1928,Gold,Uruguay,Football,Football Men's Football
296,Alessandro Andrei,25.0,1984,Gold,Italy,Athletics,Athletics Men's Shot Put
297,Vasile Andrei,29.0,1984,Gold,Romania,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman"
298,Arnaldo Andreoli,26.0,1920,Gold,Italy,Gymnastics,Gymnastics Men's Team All-Around
299,Dominic Andres,25.0,1998,Gold,Switzerland,Curling,Curling Men's Curling
300,Frode Andresen,28.0,2002,Gold,Norway,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay
301,"Michelle ""Shelley"" Andrews (-Mitchell)",24.0,1996,Gold,Australia,Hockey,Hockey Women's Hockey
302,Theresa Andrews,21.0,1984,Gold,United States,Swimming,Swimming Women's 100 metres Backstroke
303,Theresa Andrews,21.0,1984,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay
305,Nikolaos Andriakopoulos,,1896,Gold,Greece,Gymnastics,Gymnastics Men's Rope Climbing
315,Michel Andrieux,33.0,2000,Gold,France,Rowing,Rowing Men's Coxless Pairs
316,Franz Josef Andrysek,22.0,1928,Gold,Austria,Weightlifting,Weightlifting Men's Featherweight
317,Matteo Anesi,21.0,2006,Gold,Italy,Speed Skating,Speed Skating Men's Team Pursuit (8 laps)
319,Paolo Angioni,26.0,1964,Gold,Italy,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
320,Kurt Steven Angle,27.0,1996,Gold,United States,Wrestling,"Wrestling Men's Heavyweight, Freestyle"
321,Giorgio Anglesio,34.0,1956,Gold,Italy,Fencing,"Fencing Men's epee, Team"
331,Alyson Regina Annan,23.0,1996,Gold,Australia,Hockey,Hockey Women's Hockey
332,Alyson Regina Annan,27.0,2000,Gold,Australia,Hockey,Hockey Women's Hockey
333,Noriko Anno,28.0,2004,Gold,Japan,Judo,Judo Women's Half-Heavyweight
335,Daniela Anschtz-Thoms,31.0,2006,Gold,Germany,Speed Skating,Speed Skating Women's Team Pursuit (6 laps)
336,Daniela Anschtz-Thoms,35.0,2010,Gold,Germany,Speed Skating,Speed Skating Women's Team Pursuit (6 laps)
337,Renato Anselmi,32.0,1924,Gold,Italy,Fencing,"Fencing Men's Sabre, Team"
339,Henri Lucien Ernest Eugne Anspach,29.0,1912,Gold,Belgium,Fencing,"Fencing Men's epee, Team"
340,Paul Eugne Albert Anspach,30.0,1912,Gold,Belgium,Fencing,"Fencing Men's epee, Individual"
341,Paul Eugne Albert Anspach,30.0,1912,Gold,Belgium,Fencing,"Fencing Men's epee, Team"
